Unnamed: 0,PID,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Utilities,Neighborhood,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Exter Qual,Exter Cond,Bsmt Unf SF,Total Bsmt SF,Central Air,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom,Kitchen,TotRms AbvGrd,Garage Type,Garage Yr Blt,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Fence,Date Sold,SalePrice
2136,528458060,FV,72,8640,Pave,,AllPub,Somerst,1Fam,1Story,7,5,2008,2008,Gd,TA,1402.0,1402.0,Y,1402sqft,0.0,0.0,2,0,3,1,7,Attchd,2008.0,2.0,625.0,TA,TA,Y,,05-2009,229800.0
2137,528106120,RL,110,16163,Pave,,AllPub,NridgHt,1Fam,1Story,8,5,2004,2004,Gd,TA,1618.0,1618.0,Y,1618sqft,0.0,0.0,2,0,2,1,6,Attchd,2004.0,3.0,880.0,TA,TA,Y,,07-2006,252000.0
2138,531369060,RL,70,11920,Pave,,AllPub,SawyerW,1Fam,2Story,7,5,2004,2004,Gd,TA,831.0,831.0,Y,1659sqft,0.0,0.0,2,1,3,1,8,Attchd,2004.0,2.0,484.0,TA,TA,Y,,04-2010,181000.0
2139,528231020,RL,67,13300,Pave,,AllPub,Gilbert,1Fam,SLvl,7,5,2004,2004,Gd,TA,58.0,384.0,Y,1374sqft,1.0,0.0,2,1,3,1,7,BuiltIn,2004.0,2.0,400.0,TA,TA,Y,,06-2010,184500.0
2140,533254110,RL,80,9600,Pave,,AllPub,Veenker,1Fam,SLvl,8,5,1976,1976,Gd,Gd,392.0,392.0,Y,2499sqft,0.0,0.0,2,1,4,1,5,Attchd,1976.0,2.0,527.0,TA,TA,Y,,01-2009,180500.0
2141,905300080,RL,100,13350,Pave,,AllPub,Sawyer,1Fam,1Story,5,5,1974,1974,TA,TA,102.0,864.0,Y,894sqft,1.0,0.0,1,0,3,1,5,Attchd,1974.0,2.0,440.0,TA,TA,Y,MnPrv,06-2006,142500.0
2142,910207110,RM,50,8765,Pave,Grvl,AllPub,IDOTRR,1Fam,1Story,4,6,1936,1950,TA,TA,666.0,951.0,N,951sqft,0.0,0.0,1,0,2,1,6,Detchd,1936.0,1.0,327.0,TA,TA,Y,,04-2006,106500.0
2143,906378170,RL,91,10652,Pave,,AllPub,CollgCr,1Fam,1Story,7,5,2006,2007,Gd,TA,1494.0,1494.0,Y,1494sqft,0.0,0.0,2,0,3,1,7,Attchd,2006.0,3.0,840.0,TA,TA,Y,,08-2007,279500.0
2144,923226300,RM,21,1504,Pave,,AllPub,MeadowV,Twnhs,2Story,4,4,1972,1972,TA,TA,294.0,546.0,Y,1092sqft,0.0,0.0,1,1,3,1,5,Attchd,1972.0,1.0,253.0,TA,TA,Y,,05-2007,85500.0
2145,528240050,RL,-1,8010,Pave,,AllPub,Gilbert,1Fam,2Story,7,5,2002,2003,Gd,TA,840.0,840.0,Y,1720sqft,0.0,0.0,2,1,3,1,7,BuiltIn,2002.0,2.0,400.0,TA,TA,Y,,07-2008,188000.0
2146,528138030,RL,85,11924,Pave,,AllPub,NridgHt,1Fam,2Story,9,5,2005,2006,Ex,TA,177.0,1175.0,Y,2324sqft,1.0,0.0,3,0,4,1,11,BuiltIn,2005.0,3.0,736.0,TA,TA,Y,,07-2006,345000.0
2147,528240080,RL,106,11194,Pave,,AllPub,Gilbert,1Fam,2Story,8,5,2000,2000,Gd,TA,1406.0,1406.0,Y,1936sqft,0.0,0.0,2,1,3,1,7,Attchd,2000.0,2.0,504.0,TA,TA,Y,,11-2006,230500.0
2148,533252020,RL,-1,11250,Pave,,AllPub,Veenker,1Fam,1Story,6,6,1977,1977,Gd,TA,441.0,1208.0,Y,1208sqft,1.0,0.0,1,1,3,1,6,Attchd,1977.0,2.0,546.0,TA,TA,Y,,06-2006,165000.0
2149,909256010,RL,84,10164,Pave,,AllPub,SWISU,1Fam,1.5Fin,5,5,1939,1950,TA,TA,346.0,992.0,Y,1465sqft,0.0,0.0,2,0,3,1,6,Detchd,1939.0,1.0,240.0,TA,TA,Y,,07-2006,131000.0
2150,527404100,RL,61,9758,Pave,,AllPub,NAmes,1Fam,1Story,5,5,1971,1971,TA,TA,251.0,950.0,Y,950sqft,0.0,0.0,1,0,3,1,5,Detchd,1981.0,1.0,280.0,TA,TA,Y,,07-2007,119500.0
2151,527165170,RL,-1,7655,Pave,,AllPub,Gilbert,1Fam,2Story,6,5,1993,1994,TA,TA,903.0,903.0,Y,1642sqft,0.0,0.0,2,1,3,1,7,Attchd,1993.0,2.0,392.0,TA,TA,Y,,07-2007,168000.0
2152,535305030,RL,60,7350,Pave,,AllPub,NAmes,1Fam,1Story,5,7,1951,1951,TA,TA,100.0,952.0,Y,952sqft,1.0,0.0,1,0,2,1,4,Detchd,1988.0,2.0,840.0,TA,TA,Y,,06-2008,139000.0
2153,528326030,RL,84,14260,Pave,,AllPub,NoRidge,1Fam,2Story,8,5,2000,2000,Gd,TA,490.0,1145.0,Y,2198sqft,1.0,0.0,2,1,4,1,9,Attchd,2000.0,3.0,836.0,TA,TA,Y,,12-2008,250000.0
2154,907405020,RL,70,9135,Pave,,AllPub,CollgCr,1Fam,1Story,7,5,2002,2003,Gd,TA,726.0,1536.0,Y,1536sqft,1.0,0.0,2,0,3,1,7,Attchd,2002.0,2.0,532.0,TA,TA,Y,,12-2008,214000.0
2155,905225020,RL,99,16779,Pave,,AllPub,Sawyer,1Fam,2Story,5,4,1920,1996,TA,Fa,404.0,671.0,Y,2654sqft,0.0,0.0,3,0,4,1,11,Attchd,1946.0,2.0,638.0,TA,TA,Y,,05-2007,158000.0
2156,527216050,RL,66,13682,Pave,,AllPub,StoneBr,1Fam,2Story,10,5,2006,2006,Ex,TA,1410.0,1410.0,Y,2945sqft,0.0,0.0,3,1,3,1,10,BuiltIn,2006.0,3.0,641.0,TA,TA,Y,,10-2006,438780.0
2157,907131060,RL,57,10021,Pave,,AllPub,CollgCr,1Fam,2Story,6,6,1997,2006,TA,Gd,96.0,635.0,Y,1308sqft,1.0,0.0,2,1,3,1,6,Attchd,1997.0,2.0,497.0,TA,TA,Y,,05-2007,175000.0
2158,534476080,RL,80,9600,Pave,,AllPub,NAmes,1Fam,1Story,5,6,1955,1955,TA,Gd,710.0,1078.0,Y,1150sqft,1.0,0.0,1,0,2,1,6,Attchd,1955.0,1.0,288.0,TA,TA,Y,MnPrv,10-2007,144000.0
2159,923205120,RL,90,17217,Pave,,AllPub,Mitchel,1Fam,1Story,5,5,2006,2006,TA,TA,1140.0,1140.0,Y,1140sqft,0.0,0.0,1,0,3,1,6,,,0.0,0.0,,,Y,,07-2006,84500.0
2160,923252100,RL,59,6490,Pave,,AllPub,Mitchel,1Fam,1Story,5,7,1983,1983,TA,Gd,282.0,816.0,Y,816sqft,0.0,1.0,1,0,2,1,4,Attchd,1983.0,1.0,264.0,TA,TA,Y,GdWo,04-2008,128500.0
2161,528366070,RL,88,11762,Pave,,AllPub,NoRidge,1Fam,2Story,8,5,1992,1993,Gd,TA,770.0,1105.0,Y,2202sqft,1.0,0.0,2,1,4,1,9,Attchd,1992.0,2.0,517.0,TA,TA,Y,,09-2007,263000.0
2162,534129370,RL,80,9600,Pave,,AllPub,NWAmes,1Fam,1Story,5,5,1969,1969,TA,TA,588.0,1288.0,Y,1336sqft,0.0,1.0,2,0,3,1,6,Attchd,1969.0,2.0,502.0,TA,TA,Y,,08-2009,163000.0
2163,903226060,RM,50,6000,Pave,,AllPub,BrkSide,1Fam,1.5Fin,6,7,1940,1989,TA,TA,460.0,981.0,Y,1672sqft,0.0,0.0,1,1,3,1,6,Detchd,1940.0,1.0,240.0,TA,TA,Y,GdPrv,07-2008,164900.0
2164,903227090,RM,50,6000,Pave,,AllPub,BrkSide,1Fam,1.5Fin,6,6,1939,1950,TA,Fa,780.0,780.0,Y,1412sqft,0.0,0.0,1,0,4,1,6,Detchd,1939.0,1.0,280.0,TA,TA,Y,,05-2009,132500.0
2165,923227100,RL,80,13384,Pave,,AllPub,Mitchel,1Fam,1Story,5,5,1969,1979,TA,TA,641.0,1104.0,Y,1360sqft,1.0,0.0,1,0,3,1,8,Attchd,1969.0,1.0,336.0,TA,TA,Y,,05-2006,140000.0
2166,535375160,RL,45,7506,Pave,,AllPub,OldTown,1Fam,1.5Fin,5,8,1925,1950,TA,Gd,747.0,747.0,Y,1159sqft,0.0,0.0,1,0,3,1,5,Detchd,1932.0,1.0,288.0,Fa,TA,N,,05-2008,114000.0
2167,528168040,RL,93,11999,Pave,,AllPub,NridgHt,1Fam,2Story,8,5,2003,2004,Gd,TA,1181.0,1181.0,yes,2374sqft,0.0,0.0,2,1,4,1,10,BuiltIn,2003.0,3.0,656.0,TA,TA,Y,,05-2007,285000.0
2168,907290070,RL,70,9100,Pave,,AllPub,CollgCr,1Fam,1Story,7,5,2001,2001,Gd,TA,1212.0,1212.0,Y,1212sqft,0.0,0.0,2,0,3,1,6,Attchd,2001.0,2.0,573.0,TA,TA,Y,,06-2009,178000.0
2169,907192120,RL,72,10665,Pave,,AllPub,CollgCr,1Fam,1Story,7,5,2003,2003,Gd,TA,440.0,1453.0,Y,1479sqft,1.0,0.0,2,0,3,1,7,Attchd,2003.0,2.0,558.0,TA,TA,Y,,06-2007,226000.0
2170,531451030,RL,50,8012,Pave,,AllPub,SawyerW,TwnhsE,1Story,6,5,1992,1992,Gd,TA,1145.0,1575.0,Y,1575sqft,1.0,0.0,2,0,2,1,5,Attchd,1992.0,2.0,529.0,TA,TA,Y,,07-2007,179200.0
2171,907262020,RL,65,8158,Pave,,AllPub,CollgCr,1Fam,2Story,7,5,2002,2002,Gd,TA,860.0,860.0,Y,1729sqft,0.0,0.0,2,1,3,1,7,Attchd,2002.0,2.0,542.0,TA,TA,Y,,08-2007,
2172,535125070,RL,80,14695,Pave,,AllPub,NAmes,1Fam,1Story,6,8,1966,2008,TA,Gd,175.0,1562.0,Y,1567sqft,1.0,0.0,2,0,2,1,5,Attchd,1966.0,2.0,542.0,TA,TA,Y,GdWo,07-2009,256000.0
2173,527252090,RL,60,8147,Pave,,AllPub,StoneBr,TwnhsE,1Story,9,5,2005,2005,Gd,TA,523.0,1714.0,Y,1714sqft,1.0,0.0,2,0,2,1,7,Attchd,2005.0,2.0,517.0,TA,TA,Y,,08-2006,318000.0
2174,527327050,RL,-1,12046,Pave,,AllPub,NWAmes,1Fam,2Story,6,6,1976,1976,TA,TA,692.0,848.0,yes,2030sqft,0.0,0.0,2,1,4,1,8,Attchd,1976.0,2.0,551.0,TA,TA,Y,,06-2007,195000.0
2175,910206110,RM,60,7392,Pave,,AllPub,IDOTRR,1Fam,1Story,5,7,1930,1995,TA,TA,520.0,520.0,Y,912sqft,0.0,0.0,1,0,2,1,5,Detchd,1934.0,1.0,360.0,TA,TA,Y,,05-2008,99500.0
2176,533352170,RL,-1,13517,Pave,,AllPub,Sawyer,1Fam,2Story,6,8,1976,2005,Gd,TA,192.0,725.0,Y,1479sqft,0.0,0.0,2,1,3,1,6,Attchd,1976.0,2.0,475.0,TA,TA,Y,,03-2010,130500.0
2177,902303100,RM,56,8398,Pave,Grvl,AllPub,OldTown,1Fam,1.5Fin,6,8,1910,1990,TA,TA,667.0,926.0,Y,1650sqft,0.0,0.0,2,0,3,1,6,Detchd,1979.0,2.0,468.0,TA,TA,N,,11-2007,144100.0
2178,528456200,FV,72,8640,Pave,,AllPub,Somerst,1Fam,1Story,8,5,2006,2006,Gd,TA,1254.0,1278.0,Y,1278sqft,0.0,0.0,2,0,2,1,5,Attchd,2006.0,2.0,584.0,TA,TA,Y,,10-2006,198600.0
2179,921205070,RL,88,12665,Pave,,AllPub,Timber,1Fam,2Story,8,5,2005,2006,Gd,TA,1094.0,1094.0,Y,2482sqft,0.0,0.0,2,1,4,1,9,BuiltIn,2005.0,3.0,642.0,TA,TA,Y,,02-2007,281213.0
2180,908188120,RM,24,2522,Pave,,AllPub,Edwards,Twnhs,2Story,7,5,2004,2004,Gd,TA,970.0,970.0,Y,1709sqft,0.0,0.0,2,0,3,1,7,Detchd,2004.0,2.0,380.0,TA,TA,Y,,05-2006,130000.0
2181,903226170,RM,50,6000,Pave,,AllPub,BrkSide,1Fam,1.5Fin,6,9,1937,2000,Gd,TA,698.0,698.0,Y,1176sqft,0.0,0.0,1,0,2,1,4,Detchd,1999.0,2.0,624.0,TA,TA,N,,07-2009,134900.0
2182,527452100,RL,-1,4928,Pave,,AllPub,NPkVill,TwnhsE,1Story,6,5,1976,1976,TA,TA,958.0,1078.0,Y,958sqft,0.0,0.0,2,0,2,1,5,Attchd,1977.0,2.0,440.0,TA,TA,Y,,02-2007,128000.0
2183,907192030,RL,68,8935,Pave,,AllPub,CollgCr,1Fam,2Story,7,5,2002,2002,Gd,TA,831.0,831.0,Y,1660sqft,0.0,0.0,2,1,3,1,7,Attchd,2002.0,2.0,493.0,TA,TA,Y,,07-2009,195000.0
2184,528228325,RL,-1,3196,Pave,,AllPub,Blmngtn,TwnhsE,1Story,7,5,2003,2004,Gd,TA,1374.0,1374.0,Y,1557sqft,0.0,0.0,2,0,2,1,7,Attchd,2003.0,2.0,420.0,TA,TA,Y,,10-2006,234000.0
2185,907262030,RL,65,8158,Pave,,AllPub,CollgCr,1Fam,2Story,7,5,2003,2003,Gd,TA,334.0,884.0,Y,1768sqft,1.0,0.0,2,1,3,1,8,Attchd,2003.0,2.0,543.0,TA,TA,Y,,07-2008,224900.0
2186,909451180,RM,24,1300,Pave,,AllPub,Blueste,TwnhsE,2Story,6,6,1980,1980,TA,TA,276.0,561.0,Y,1229sqft,0.0,0.0,1,1,2,1,5,Attchd,1980.0,2.0,462.0,TA,TA,Y,GdPrv,05-2009,124000.0
2187,527376110,RL,78,10140,Pave,,AllPub,NWAmes,1Fam,2Story,7,5,1976,1976,TA,TA,638.0,832.0,Y,1664sqft,0.0,0.0,2,1,4,1,8,Attchd,1976.0,2.0,528.0,TA,TA,Y,GdWo,03-2006,162900.0
2188,905104170,RL,-1,8978,Pave,,AllPub,Sawyer,1Fam,1Story,5,5,1968,1968,TA,TA,948.0,948.0,Y,948sqft,0.0,0.0,1,0,3,1,6,Attchd,1968.0,1.0,300.0,TA,TA,Y,,05-2007,108000.0
2189,533236050,FV,24,2645,Pave,Pave,AllPub,Somerst,Twnhs,2Story,8,5,1999,2000,Gd,TA,321.0,970.0,Y,1739sqft,1.0,0.0,2,1,3,1,7,Attchd,1999.0,2.0,480.0,TA,TA,Y,,08-2009,172500.0
2190,534250010,RL,87,9246,Pave,,AllPub,NWAmes,Duplex,1Story,5,5,1973,1973,TA,TA,1656.0,1656.0,Y,1656sqft,0.0,0.0,2,0,4,2,8,Detchd,1973.0,2.0,506.0,TA,TA,Y,,11-2008,135000.0
2191,906475170,RL,155,20064,Pave,,AllPub,ClearCr,1Fam,1Story,8,6,1976,1976,Gd,TA,0.0,966.0,Y,1743sqft,2.0,0.0,0,1,0,1,5,Attchd,1976.0,2.0,529.0,TA,TA,Y,,05-2007,279000.0
2192,534104090,FV,-1,7050,Pave,,AllPub,Somerst,1Fam,2Story,7,5,2001,2001,Gd,TA,319.0,1057.0,Y,1929sqft,1.0,0.0,2,1,3,1,7,Attchd,2001.0,2.0,650.0,TA,TA,Y,,05-2007,226000.0
2193,535178060,RL,72,9000,Pave,,AllPub,NAmes,1Fam,1Story,6,5,1956,1956,TA,TA,580.0,1196.0,Y,1196sqft,1.0,0.0,1,0,2,1,6,Attchd,1956.0,1.0,297.0,TA,TA,Y,,05-2008,139000.0
2194,909252020,RL,60,7200,Pave,,AllPub,SWISU,1Fam,2Story,7,9,1936,2007,Gd,Gd,0.0,560.0,Y,1135sqft,1.0,0.0,1,0,3,1,6,Detchd,1971.0,2.0,576.0,TA,TA,Y,MnPrv,04-2009,155000.0
2195,907201060,RL,65,8385,Pave,,AllPub,CollgCr,1Fam,SLvl,5,8,1977,1977,Gd,TA,390.0,985.0,yes,985sqft,0.0,0.0,2,0,3,1,6,Attchd,1977.0,1.0,328.0,TA,TA,Y,,11-2008,149900.0
2196,902403070,RM,60,10560,Pave,,AllPub,OldTown,1Fam,2Story,6,7,1922,1994,TA,TA,455.0,738.0,Y,1470sqft,0.0,0.0,1,1,2,1,6,Detchd,1970.0,2.0,624.0,TA,TA,Y,,06-2010,140750.0
2197,527359080,RL,-1,12384,Pave,,AllPub,NWAmes,1Fam,2Story,7,7,1976,1976,TA,TA,793.0,793.0,Y,1935sqft,0.0,0.0,2,1,3,1,7,Attchd,1976.0,2.0,550.0,TA,TA,Y,,11-2007,197900.0
2198,907290150,RM,37,4435,Pave,,AllPub,CollgCr,TwnhsE,1Story,6,5,2003,2003,Gd,TA,162.0,848.0,Y,848sqft,1.0,0.0,1,0,1,1,3,Attchd,2003.0,2.0,420.0,TA,TA,Y,,03-2008,136500.0
2199,528112020,RL,98,11478,Pave,,AllPub,NridgHt,1Fam,1Story,8,5,2007,2008,Gd,TA,486.0,1704.0,Y,1704sqft,1.0,0.0,2,0,3,1,7,Attchd,2008.0,3.0,772.0,TA,TA,Y,,05-2010,306000.0
2200,527163070,RL,-1,9765,Pave,,AllPub,Gilbert,1Fam,2Story,6,8,1993,1993,Ex,Gd,370.0,680.0,Y,1470sqft,0.0,0.0,2,1,3,1,6,BuiltIn,1993.0,2.0,420.0,TA,TA,Y,,04-2009,185000.0
2201,902106010,RM,57,6406,Pave,Grvl,AllPub,OldTown,1Fam,2Story,5,6,1939,1950,TA,TA,269.0,690.0,Y,1558sqft,0.0,0.0,1,1,3,1,7,Detchd,1939.0,2.0,400.0,TA,TA,Y,MnPrv,10-2009,150000.0
2202,902405070,RM,60,10800,Pave,,AllPub,OldTown,1Fam,2Story,7,7,1890,1999,TA,TA,1313.0,1313.0,Y,2495sqft,0.0,0.0,2,0,5,1,10,Detchd,1950.0,2.0,342.0,TA,Fa,Y,,12-2008,184000.0
2203,923230040,RL,63,9297,Pave,,AllPub,Mitchel,Duplex,1Story,5,5,1976,1976,TA,TA,122.0,1728.0,Y,1728sqft,2.0,0.0,2,0,4,2,8,Detchd,1976.0,2.0,560.0,TA,TA,Y,,07-2006,188000.0
2204,904100170,RL,100,21370,Pave,,AllPub,Sawyer,1Fam,1Story,5,5,1950,1950,TA,TA,0.0,0.0,Y,1640sqft,0.0,0.0,1,0,3,1,7,Attchd,1950.0,2.0,394.0,TA,TA,Y,,06-2006,131000.0
2205,909276160,RL,78,12168,Pave,,AllPub,Crawfor,1Fam,2Story,8,6,1934,1998,TA,TA,537.0,965.0,Y,3194sqft,0.0,0.0,2,1,4,1,10,Basment,1934.0,2.0,380.0,TA,TA,Y,,09-2007,359100.0
2206,533241010,FV,114,8314,Pave,Pave,AllPub,Somerst,1Fam,2Story,7,5,1997,1998,Gd,TA,569.0,569.0,Y,1694sqft,0.0,0.0,2,1,3,1,6,BuiltIn,1997.0,1.0,434.0,TA,TA,Y,GdPrv,11-2006,200000.0
2207,905103180,RL,80,10366,Pave,,AllPub,Sawyer,1Fam,SLvl,6,7,1964,1964,TA,Gd,456.0,912.0,Y,934sqft,0.0,1.0,1,0,2,1,4,Attchd,1964.0,1.0,336.0,TA,TA,Y,GdPrv,07-2006,132000.0
2208,535106140,RL,70,10150,Pave,,AllPub,NAmes,1Fam,1Story,5,5,1958,1958,TA,TA,456.0,912.0,Y,912sqft,0.0,0.0,1,0,2,1,5,Attchd,1958.0,1.0,275.0,TA,TA,Y,,07-2007,114500.0
2209,535179020,RL,80,10032,Pave,,AllPub,NAmes,1Fam,1Story,6,5,1959,1959,TA,TA,510.0,1244.0,Y,1580sqft,1.0,0.0,1,1,3,1,6,Attchd,1956.0,2.0,440.0,TA,TA,Y,GdWo,06-2010,159500.0
2210,905107140,RL,71,8197,Pave,,AllPub,Sawyer,1Fam,1Story,6,5,1977,1977,TA,TA,660.0,660.0,Y,1285sqft,0.0,0.0,1,1,3,1,7,Attchd,1977.0,2.0,528.0,TA,TA,Y,MnPrv,04-2007,143500.0
2211,534125210,RL,79,13110,Pave,,AllPub,NWAmes,2fmCon,1Story,5,6,1972,1972,TA,TA,191.0,1153.0,Y,1193sqft,1.0,0.0,2,0,2,1,6,Attchd,1972.0,2.0,501.0,TA,TA,Y,MnPrv,07-2006,146500.0
2212,531385060,RL,65,8450,Pave,,AllPub,SawyerW,1Fam,2Story,6,5,2001,2001,Gd,TA,355.0,827.0,Y,1677sqft,1.0,0.0,2,1,3,1,7,Attchd,2001.0,2.0,627.0,TA,TA,Y,,09-2008,190500.0
2213,535402180,RL,75,8700,Pave,,AllPub,NAmes,1Fam,1Story,5,7,1961,1961,TA,TA,728.0,920.0,Y,888sqft,0.0,1.0,1,0,3,1,5,Attchd,1961.0,1.0,240.0,TA,TA,Y,,02-2007,120000.0
2214,531451020,RL,50,8012,Pave,,AllPub,SawyerW,TwnhsE,1Story,6,5,1993,1994,Gd,TA,598.0,1604.0,Y,1617sqft,1.0,0.0,2,0,2,1,5,Attchd,1993.0,2.0,533.0,TA,TA,Y,,07-2008,193000.0
2215,531452020,RL,55,7892,Pave,,AllPub,SawyerW,TwnhsE,1Story,6,5,1979,1979,TA,TA,918.0,918.0,Y,918sqft,0.0,0.0,2,0,2,1,5,Attchd,1979.0,1.0,264.0,TA,TA,Y,,04-2010,99500.0
2216,535375010,RL,53,5470,Pave,,AllPub,OldTown,1Fam,1Story,3,5,1958,1958,TA,TA,792.0,792.0,Y,792sqft,0.0,0.0,1,0,2,1,4,Attchd,1958.0,1.0,366.0,Fa,TA,Y,,08-2009,99900.0
2217,533212130,FV,30,3180,Pave,Pave,AllPub,Somerst,TwnhsE,2Story,7,5,2005,2005,Gd,TA,600.0,600.0,Y,1200sqft,0.0,0.0,2,1,2,1,4,Detchd,2005.0,2.0,480.0,TA,TA,Y,,04-2006,144152.0
2218,906223140,RL,-1,14171,Pave,,AllPub,SawyerW,1Fam,2Story,7,5,1993,1994,Gd,TA,457.0,812.0,Y,2200sqft,0.0,0.0,2,1,4,1,9,Attchd,1993.0,2.0,453.0,TA,TA,Y,,12-2008,225000.0
2219,533206060,FV,80,3523,Pave,Pave,AllPub,Somerst,TwnhsE,1Story,8,5,2006,2007,Gd,TA,1081.0,1141.0,yes,1151sqft,1.0,0.0,2,0,2,1,5,Attchd,2006.0,2.0,484.0,TA,TA,Y,,02-2007,166000.0
2220,911226030,C (all),60,9000,Grvl,,AllPub,IDOTRR,1Fam,2Story,4,6,1920,1950,TA,TA,592.0,592.0,Y,864sqft,0.0,0.0,1,1,3,1,5,Detchd,1920.0,1.0,216.0,Fa,Fa,N,,06-2008,65000.0
2221,907135230,RL,43,13568,Pave,,AllPub,CollgCr,1Fam,1Story,5,5,1995,1995,TA,TA,274.0,990.0,Y,990sqft,0.0,1.0,1,0,3,1,5,Attchd,1996.0,2.0,576.0,TA,TA,Y,,07-2006,156000.0
2222,923227030,RL,-1,17979,Pave,,AllPub,Mitchel,1Fam,1Story,5,6,1968,1968,TA,Gd,328.0,1113.0,Y,1160sqft,1.0,0.0,1,0,3,1,6,Attchd,1968.0,1.0,257.0,TA,TA,Y,GdWo,02-2008,152500.0
2223,528218050,RL,65,10237,Pave,,AllPub,Gilbert,1Fam,2Story,6,5,2005,2007,Gd,TA,783.0,783.0,Y,1484sqft,0.0,0.0,2,1,3,1,8,Attchd,2005.0,2.0,393.0,TA,TA,Y,,07-2007,178900.0
2224,528354060,RL,92,9920,Pave,,AllPub,NoRidge,1Fam,2Story,7,5,1996,1997,Gd,TA,255.0,1117.0,Y,2013sqft,1.0,0.0,2,1,3,1,8,Attchd,1997.0,2.0,455.0,TA,TA,Y,,06-2007,269790.0
2225,527455030,RL,24,2304,Pave,,AllPub,NPkVill,Twnhs,1Story,7,7,1978,1978,TA,TA,423.0,1061.0,Y,1055sqft,0.0,0.0,2,0,2,1,4,Attchd,1978.0,1.0,319.0,TA,TA,Y,,04-2007,142500.0
2226,908188110,RM,24,2522,Pave,,AllPub,Edwards,Twnhs,2Story,7,5,2004,2004,Gd,TA,970.0,970.0,Y,1709sqft,0.0,0.0,2,0,3,1,7,Detchd,2004.0,2.0,380.0,TA,TA,Y,,05-2006,134000.0
2227,535154050,RL,-1,12160,Pave,,AllPub,NAmes,1Fam,1Story,5,5,1959,1959,TA,TA,188.0,1188.0,Y,1188sqft,1.0,0.0,1,0,3,1,6,Attchd,1959.0,2.0,531.0,TA,TA,Y,MnPrv,05-2010,142000.0
2228,535451050,RL,60,7200,Pave,,AllPub,NAmes,1Fam,1Story,5,7,1951,1951,TA,TA,444.0,876.0,Y,876sqft,0.0,0.0,1,0,2,1,5,Detchd,1972.0,2.0,576.0,TA,TA,Y,,02-2008,94000.0
2229,533213020,FV,-1,4217,Pave,Pave,AllPub,Somerst,TwnhsE,1Story,6,5,2008,2008,Gd,TA,183.0,1145.0,Y,1256sqft,1.0,0.0,1,1,1,1,5,Attchd,2008.0,2.0,641.0,TA,TA,Y,,03-2009,195000.0
2230,911128010,C (all),65,6565,Pave,,AllPub,IDOTRR,1Fam,1Story,4,6,1957,1980,TA,TA,106.0,1073.0,Y,1073sqft,1.0,0.0,1,0,3,1,6,Detchd,1985.0,2.0,720.0,TA,TA,Y,,08-2007,140000.0
2231,907275030,RL,-1,21533,Pave,,AllPub,CollgCr,1Fam,2Story,7,5,1996,1997,Gd,TA,1065.0,1065.0,Y,2049sqft,0.0,0.0,2,1,4,1,9,Attchd,1997.0,2.0,467.0,TA,TA,Y,,08-2006,210900.0
2232,528221100,RL,105,15578,Pave,,AllPub,Gilbert,1Fam,2Story,6,5,2006,2006,Gd,TA,728.0,728.0,Y,1456sqft,0.0,0.0,2,1,3,1,8,Attchd,2006.0,2.0,429.0,TA,TA,Y,,05-2006,172785.0
2233,907280090,RL,-1,15295,Pave,,AllPub,CollgCr,1Fam,2Story,7,5,1996,2002,Gd,TA,98.0,860.0,Y,1992sqft,1.0,0.0,2,1,3,1,7,Attchd,1996.0,2.0,608.0,TA,TA,Y,,06-2007,211000.0
2234,535454070,RL,71,8520,Pave,,AllPub,NAmes,1Fam,1.5Fin,5,4,1952,1952,TA,Fa,403.0,910.0,Y,1385sqft,0.0,0.0,2,0,4,1,6,Detchd,2000.0,2.0,720.0,TA,TA,Y,MnPrv,06-2010,166000.0
2235,909282110,RL,70,14210,Pave,,AllPub,Crawfor,1Fam,2Story,6,7,1930,1959,TA,TA,697.0,697.0,Y,1801sqft,0.0,0.0,1,1,3,1,8,Attchd,1930.0,2.0,365.0,Fa,TA,Y,MnPrv,11-2006,210000.0
2236,528385050,RL,79,9085,Pave,,AllPub,NoRidge,1Fam,2Story,7,5,1995,1996,Gd,TA,254.0,1070.0,Y,2061sqft,1.0,0.0,2,1,3,1,7,Attchd,1995.0,2.0,647.0,TA,TA,Y,,11-2009,260000.0
2237,911175430,C (all),50,9000,Pave,,AllPub,IDOTRR,1Fam,1Story,2,3,1949,1950,TA,TA,430.0,480.0,N,480sqft,1.0,0.0,0,0,1,1,4,Detchd,1958.0,1.0,308.0,TA,TA,Y,,10-2006,35311.0
2238,534430110,RL,-1,11425,Pave,,AllPub,NAmes,1Fam,1Story,5,6,1954,1954,TA,TA,522.0,1008.0,Y,1008sqft,0.0,0.0,1,0,2,1,4,Attchd,1954.0,1.0,275.0,TA,TA,Y,,07-2006,137000.0
2239,527106140,RL,59,9535,Pave,,AllPub,Gilbert,1Fam,2Story,6,5,1998,1998,TA,TA,75.0,926.0,Y,1604sqft,0.0,0.0,2,1,3,1,7,Attchd,1998.0,2.0,472.0,TA,TA,Y,,05-2008,195500.0
